emo_detail;manufacture;serial_number;type;power_rate;power_unit;voltage;current_nominal;frequency;pole;rpm;bearing_de;bearing_nde;frame_type;shaft_diameter;phase_supply;cos_phi;efficiency;ip_rating;insulation_class;duty;connection_type;nipple_grease;greasing_type;greasing_qty_de;greasing_qty_nde;length;width;height;weight;cooling_fan;mounting
EMO001530;NORD;;SK;0,75;kW;380;1,95;50;4;1375;;;80L;;3;0,74;;55;F;S1;Start;Not Available;;;;;;;;Internal;Vertical
EMO001529;NORD;;SK;1,5;kW;380;3,5;50;4;1395;;;80L;;3;0,78;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001528;NORD;;SK;0,75;kW;380;1,95;50;4;1375;;;80L;;3;0,74;;55;F;S1;Start;Not Available;;;;;;;;Internal;Vertical
EMO001527;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001526;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001525;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001524;NORD;;SK;0,75;kW;380;1,95;50;4;1375;;;80L;;3;0,74;;55;F;S1;Start;Not Available;;;;;;;;Internal;Vertical
EMO001523;NORD;;SK;2,2;kW;380;5,2;50;4;1440;;;100L;;3;0,74;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001522;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001521;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001520;NORD;;SK;0,75;kW;380;1,95;50;4;1375;;;80L;;3;0,74;;55;F;S1;Start;Not Available;;;;;;;;Internal;Vertical
EMO001515;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001512;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001514;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;Delta;Not Available;;;;;;132;;Internal;Vertical
EMO001517;NORD;;SK;0,75;kW;380;1,95;50;4;1375;;;80L;;3;0,74;;55;F;S1;Start;Not Available;;;;;;;;Internal;Vertical
EMO001516;NORD;;SK;0,75;kW;380;1,95;50;4;1375;;;80L;;3;0,74;;55;F;S1;Start;Not Available;;;;;;;;Internal;Vertical
EMO001511;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001518;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001513;NORD;;SK;0,75;kW;380;1,95;50;4;1375;;;80L;;3;0,74;;55;F;S1;Start;Not Available;;;;;;;;Internal;Vertical
EMO001519;NORD;;SK;5,5;kW;380;11,8;50;4;1445;;;132S;;3;0,81;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001510;NORD;;SK;2,2;kW;380;5,2;50;4;1440;;;100L;;3;0,74;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001509;NORD;;SK;1,5;kW;380;3,5;50;4;1395;;;80L;;3;0,78;;55;F;S1;;Not Available;;;;;;;;Internal;Vertical
EMO001508;NORD;33712136/11957001;SK;0,75;kW;380;1,9;50;4;1375;;;80L;;3;0,74;;55;F;S1;;Not Available;;;;;;80L;;Internal;Vertical
EMO001507;NORD;200543311-100;SK;1,5;kW;380;3,5;50;4;1395;;;90L;;3;0,78;;55;F;S1;;Not Available;;;;;;90L;;Internal;Vertical
EMO001506;NORD;33712136/11957100;SK;0,75;kW;380;1,9;50;4;1375;;;80L;;3;0,74;;55;F;S1;;Not Available;;;;;;80L;;Internal;Vertical
EMO001505;NORD;33712136/11957082;SK;0,75;kW;380;1,9;50;4;1375;;;80L;;3;0,74;;55;F;S1;;Not Available;;;;;;80L;;Internal;Vertical
